Id,SalePrice
2161,185237.56898726488
2164,186262.41097705733
2165,192380.9309524485
2169,139792.93783691438
2171,102660.52409204302
2180,163164.75101247185
2182,597151.7163057989
2184,131147.70826512066
2185,49575.377144932805
2188,72358.4539803447
2191,109497.73770015172
2192,87290.37288019233
2196,189394.87891124812
2198,101325.00182993281
2204,170126.98967932974
2210,173212.5457737311
2213,146802.07634709
2215,293558.23112324625
2219,253350.309252734
2221,242479.1731951112
2224,204006.19149150877
2228,161620.4996469825
2232,116233.73305819309
2239,123985.89010427338
2246,272475.4094084192
2247,258717.0334266485
2249,159245.15232406306
2251,194659.124855395
2254,144637.1709324335
2256,208892.97121477005
2259,236052.33645477192
2263,255154.4942694126
2266,199844.04711401268
2271,208175.0092262632
2274,226750.0521377199
2275,311482.43870034884
2280,157708.8198422884
2281,151199.99502424733
2291,63819.928046203175
2292,150794.11327759922
2295,184403.85847769654
2297,110738.10730259385
2299,149012.37836845574
2302,141369.92896026484
2303,130435.64886854881
2304,132360.02680992938
2308,204935.90506086615
2312,221346.01007374833
2314,175125.01429747115
2315,183405.44758416736
2316,189159.58092454754
2320,217078.80104573726
2321,299313.8119434351
2322,256797.2050514179
2325,167010.7316368886
2336,395630.8366927036
2340,300872.73650573555
2341,325383.3285498955
2342,421288.4584791089
2345,223711.17435206485
2346,175964.94770793675
2347,157566.03778366666
2354,272755.80598759576
2357,182335.86456655292
2359,143282.62193487564
2360,132246.295855226
2361,103701.93399019164
2362,84228.64171417456
2366,113346.4522907297
2367,94739.95856021342
2370,119142.59686340866
2373,91910.92473943083
2376,114676.8853329552
2378,144896.85938918556
2382,254623.17298628256
2387,315898.3085568734
2392,392900.5102946013
2395,358462.2125060664
2396,366863.75772468385
2397,315360.6665635054
2399,387838.66503947985
2401,451572.61197469366
2402,288165.9503584629
2407,211577.63062035514
2411,197475.52704500206
2414,210310.94617161225
2418,270372.56172185775
2419,188756.8004628692
2424,166923.81067150936
2427,189162.39113210034
2430,218763.37100497118
2439,201386.02551596635
2441,245066.60604230827
2442,230729.57011695325
2446,463006.00797137205
2447,386627.2853148399
2452,319397.10163844144
2457,367662.61652608594
2458,295257.10511221614
2462,379556.79256591224
2465,202218.7280579091
2467,203977.71829229672
2473,150373.0038915158
2478,185950.89784131336
2479,174007.0770537675
2482,147647.26023075407
2485,122267.58020613439
2488,119313.04066411825
2494,127352.63831898748
2500,269496.77612283727
2509,147322.38686542198
2512,181681.07222281615
2514,142310.82895393294
2515,192956.01882884803
2516,215303.9581275317
2518,165697.05314607156
2519,197910.44076721967
2520,173760.59307235808
2527,164251.1924300597
2532,118106.43123394466
2538,121614.2962777419
2539,144785.038619855
2543,110084.719233008
2551,151414.98611825114
2554,139879.9249105708
2555,121635.31692736651
2557,89166.10026852196
2561,136114.57111416635
2563,152569.11842795118
2564,140454.1514619955
2570,105525.81378925222
2571,316146.9251079868
2576,154515.99408095746
2582,145555.31771327817
2584,159341.99291388638
2587,111320.9817538797
2589,128699.02994788448
2591,218106.6190954158
2597,114076.04088612145
2602,161485.1899550557
2605,159372.7291765266
2610,178986.2173710981
2611,130906.07622042627
2614,124565.29286953397
2616,194777.3278382203
2617,152677.53091570368
2620,109140.75434912846
2623,114051.61343617647
2631,141105.59560856372
2638,162161.6996806141
2639,128790.10381959994
2645,128729.45403884296
2647,79800.55602200437
2648,142368.4522186629
2650,120248.63590494839
2652,121867.89129577197
2656,132294.63932795692
2658,140728.20315461326
2661,181308.11002991814
2665,160269.13673142655
2673,151542.65959378515
2678,98241.26279771971
2679,99608.64133900827
2680,73280.87253806593
2685,111109.20689845017
2695,125566.01779396548
2698,105938.116407775
2700,190488.03568057247
2706,144843.0954726697
2708,147121.24827394262
2709,147375.39968094978
2711,131439.90175946738
2718,165231.8018454287
2719,166007.61093201616
2721,144545.32849046556
2725,169862.52160929682
2726,227806.726236707
2732,222854.71833425673
2733,131750.00334673244
2739,190932.43256922552
2747,183277.53113237006
2751,241430.38799352825
2754,201393.9001891521
2755,241659.42498715254
2756,214661.5246528043
2758,253164.1753071821
2763,192908.16008710413
2764,224760.94374288307
2765,186206.3459203447
2766,164055.82399749765
2768,159465.8480947877
2781,213245.95991840627
2784,163381.0333474637
2785,140073.254922564
2786,119948.25698905118
2796,239132.3814799403
2797,262357.68657504674
2801,240947.4155045604
2805,245799.3252901902
2806,199189.71642585428
2812,189192.09802918532
2817,120287.40626634232
2822,138313.4081966698
2825,255286.88782761016
2828,153681.315085024
2831,136655.17258733374
2843,155561.6513064604
2845,92478.96394342704
2847,158851.79770863845
2855,171016.0865579703
2856,144579.09602490294
2859,139838.62294910543
2865,220153.41069063838
2867,179014.32291294614
2869,204975.8125767793
2870,245750.96899234754
2874,139291.43059363522
2876,62939.392871190765
2889,151626.62107479118
2892,289172.6748322571
2895,243491.7342347275
2898,240388.2912988129
2901,311208.62446769106
2902,330101.52051242604
2908,138511.65564706532
2909,100408.7999723616
2916,157304.0265683326
2917,113792.53017269642
2919,71450.19993240702
2921,81061.67548977441
2922,184217.32754588372
2925,173987.9064133151
2928,124216.41231732297
